Program, Language, PowerCap, ArraySize, Temp Before(ºC), PhysicalMemory, Package , Core(s) , GPU , Temp After(ºC) , Cost ($) , Time (msec)
quicksortMedium , c , 25, 1 , 49.00 , 964 , 0.027954 , 0.019409 , 0.000000 , 49.00 , 896 , 1669 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.012329 , 0.007690 , 0.000000 , 49.00 , 896 , 2685 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.024170 , 0.035095 , 0.000000 , 49.00 , 896 , 1547 
quicksortMedium , c , 25, 1 , 49.00 , 964 , 0.036865 , 0.032471 , 0.000000 , 49.00 , 896 , 2104 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.067444 , 0.061218 , 0.000000 , 49.00 , 896 , 3085 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.049500 , 0.042175 , 0.000000 , 49.00 , 896 , 1942 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.017761 , 0.027771 , 0.000000 , 49.00 , 896 , 1527 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.091553 , 0.079895 , 0.000244 , 49.00 , 896 , 3565 
quicksortMedium , c , 25, 1 , 49.00 , 964 , 0.028931 , 0.019043 , 0.000000 , 49.00 , 896 , 1675 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.030518 , 0.020203 , 0.000000 , 49.00 , 896 , 1718 
quicksortMedium , c , 25, 1 , 57.00 , 964 , 0.359375 , 0.323669 , 0.002319 , 57.00 , 896 , 7016 
quicksortMedium , c , 25, 1 , 49.00 , 964 , 0.014038 , 0.006653 , 0.000000 , 49.00 , 896 , 5051 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.030518 , 0.026245 , 0.000000 , 49.00 , 896 , 1452 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.036133 , 0.025940 , 0.000000 , 49.00 , 896 , 1587 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.125122 , 0.108154 , 0.000000 , 49.00 , 896 , 4660 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.024719 , 0.018738 , 0.000000 , 49.00 , 896 , 1716 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.011536 , 0.017395 , 0.000000 , 49.00 , 896 , 1785 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.093689 , 0.101929 , 0.000000 , 49.00 , 896 , 4497 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.028931 , 0.017944 , 0.000671 , 56.00 , 896 , 1733 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.008728 , 0.007019 , 0.000000 , 49.00 , 896 , 2422 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.210022 , 0.201294 , 0.002380 , 49.00 , 896 , 9184 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.021545 , 0.034241 , 0.000000 , 49.00 , 896 , 1436 
quicksortMedium , c , 25, 1 , 49.00 , 964 , 0.028931 , 0.020630 , 0.000000 , 49.00 , 896 , 1661 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.039917 , 0.030945 , 0.000000 , 49.00 , 896 , 1693 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.031677 , 0.023010 , 0.000000 , 49.00 , 896 , 1725 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.053833 , 0.039612 , 0.000122 , 49.00 , 896 , 1579 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.199280 , 0.166992 , 0.000671 , 49.00 , 896 , 7432 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.023499 , 0.017700 , 0.000000 , 49.00 , 896 , 1707 
quicksortMedium , c , 25, 1 , 49.00 , 964 , 0.010620 , 0.006653 , 0.000000 , 49.00 , 896 , 3863 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.072327 , 0.058167 , 0.000061 , 49.00 , 896 , 2417 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.011841 , 0.019226 , 0.000000 , 49.00 , 896 , 1672 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.025269 , 0.019592 , 0.000000 , 49.00 , 896 , 1685 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.032776 , 0.026367 , 0.000000 , 49.00 , 896 , 1751 
quicksortMedium , c , 25, 1 , 49.00 , 964 , 0.013611 , 0.019043 , 0.000000 , 49.00 , 896 , 1694 
quicksortMedium , c , 25, 1 , 49.00 , 964 , 0.324707 , 0.301941 , 0.003784 , 49.00 , 896 , 14046 
quicksortMedium , c , 25, 1 , 49.00 , 960 , 0.039612 , 0.029480 , 0.000000 , 62.00 , 896 , 1691 
quicksortMedium , c , 25, 1 , 50.00 , 960 , 0.014221 , 0.007812 , 0.000000 , 50.00 , 896 , 4616 
heapsortMedium.py , python , 25, 1 , 50.00 , 12876 , 1.468262 , 1.309753 , 0.008606 , 50.00 , 633 , 68952 
heapsortMedium.py , python , 25, 1 , 50.00 , 12884 , 1.171570 , 1.023987 , 0.006409 , 50.00 , 633 , 70698 
heapsortMedium.py , python , 25, 1 , 50.00 , 12880 , 0.577820 , 0.493652 , 0.006348 , 58.00 , 633 , 53639 
heapsortMedium.py , python , 25, 1 , 49.00 , 12800 , 0.497620 , 0.453613 , 0.000000 , 49.00 , 633 , 45709 
heapsortMedium.py , python , 25, 1 , 49.00 , 12868 , 0.414795 , 0.359009 , 0.000000 , 49.00 , 633 , 53697 
heapsortMedium.py , python , 25, 1 , 49.00 , 12852 , 0.513000 , 0.470093 , 0.000000 , 49.00 , 633 , 40718 
heapsortMedium.py , python , 25, 1 , 49.00 , 12876 , 0.563538 , 0.430725 , 0.000000 , 50.00 , 633 , 105206 
heapsortMedium.py , python , 25, 1 , 50.00 , 12736 , 1.454285 , 1.339355 , 0.006348 , 50.00 , 633 , 62476 
heapsortMedium.py , python , 25, 1 , 50.00 , 12812 , 0.738892 , 0.632324 , 0.017273 , 50.00 , 633 , 53170 
heapsortMedium.py , python , 25, 1 , 50.00 , 12844 , 0.621338 , 0.524414 , 0.017578 , 50.00 , 633 , 52404 
heapsortMedium.py , python , 25, 1 , 50.00 , 12848 , 0.590210 , 0.496216 , 0.012756 , 50.00 , 633 , 50575 
heapsortMedium.py , python , 25, 1 , 50.00 , 12804 , 1.364136 , 1.221313 , 0.012939 , 50.00 , 633 , 58785 
heapsortMedium.py , python , 25, 1 , 50.00 , 12864 , 0.623596 , 0.533386 , 0.012207 , 56.00 , 633 , 50119 
heapsortMedium.py , python , 25, 1 , 49.00 , 12916 , 0.719177 , 0.676025 , 0.000000 , 49.00 , 633 , 45032 
heapsortMedium.py , python , 25, 1 , 49.00 , 12908 , 0.936035 , 0.829712 , 0.014282 , 49.00 , 633 , 44077 
heapsortMedium.py , python , 25, 1 , 49.00 , 12852 , 0.549377 , 0.497009 , 0.006165 , 49.00 , 633 , 45435 
heapsortMedium.py , python , 25, 1 , 49.00 , 12868 , 0.403687 , 0.350281 , 0.000000 , 49.00 , 633 , 61843 
heapsortMedium.py , python , 25, 1 , 60.00 , 12844 , 0.423035 , 0.376587 , 0.000000 , 60.00 , 633 , 53180 
heapsortMedium.py , python , 25, 1 , 49.00 , 12848 , 0.519165 , 0.491699 , 0.000000 , 49.00 , 633 , 43763 
heapsortMedium.py , python , 25, 1 , 49.00 , 12864 , 1.034302 , 0.926025 , 0.006714 , 49.00 , 633 , 46237 
heapsortMedium.py , python , 25, 1 , 49.00 , 12856 , 1.152405 , 1.022278 , 0.004089 , 49.00 , 633 , 53669 
heapsortMedium.py , python , 25, 1 , 49.00 , 12860 , 1.628235 , 1.442688 , 0.012634 , 49.00 , 633 , 71962 
heapsortMedium.py , python , 25, 1 , 49.00 , 12860 , 0.609863 , 0.496948 , 0.006287 , 49.00 , 633 , 51247 
heapsortMedium.py , python , 25, 1 , 49.00 , 12868 , 0.687805 , 0.589600 , 0.006592 , 49.00 , 633 , 54787 
heapsortMedium.py , python , 25, 1 , 49.00 , 12852 , 0.483093 , 0.450500 , 0.000000 , 49.00 , 633 , 45836 
heapsortMedium.py , python , 25, 1 , 49.00 , 12880 , 1.409302 , 1.296936 , 0.015137 , 49.00 , 633 , 60088 
heapsortMedium.py , python , 25, 1 , 49.00 , 12868 , 1.391846 , 1.235229 , 0.025452 , 49.00 , 633 , 73908 
heapsortMedium.py , python , 25, 1 , 49.00 , 12860 , 0.694031 , 0.592529 , 0.007629 , 49.00 , 633 , 55408 
heapsortMedium.py , python , 25, 1 , 49.00 , 12848 , 0.510437 , 0.483215 , 0.000000 , 49.00 , 633 , 44657 
heapsortMedium.py , python , 25, 1 , 49.00 , 12904 , 0.978821 , 0.904358 , 0.004395 , 49.00 , 633 , 48344 
heapsortMedium.py , python , 25, 1 , 49.00 , 12740 , 0.843445 , 0.751953 , 0.008179 , 49.00 , 633 , 54908 
heapsortMedium.py , python , 25, 1 , 49.00 , 12828 , 0.620789 , 0.533997 , 0.006592 , 49.00 , 633 , 50705 
heapsortMedium.py , python , 25, 1 , 49.00 , 12884 , 0.648621 , 0.563904 , 0.009827 , 49.00 , 633 , 53561 
heapsortMedium.py , python , 25, 1 , 49.00 , 12852 , 0.615234 , 0.544312 , 0.010010 , 49.00 , 633 , 48771 
heapsortMedium.py , python , 25, 1 , 49.00 , 12888 , 0.424988 , 0.365295 , 0.000000 , 49.00 , 633 , 69278 
heapsortMedium.py , python , 25, 1 , 49.00 , 12820 , 0.968323 , 0.893799 , 0.005798 , 49.00 , 633 , 45278 
heapsortMedium.py , python , 25, 1 , 49.00 , 12836 , 0.864868 , 0.782715 , 0.009644 , 49.00 , 633 , 49556 
heapsortMedium.py , python , 25, 1 , 49.00 , 12740 , 0.815857 , 0.754211 , 0.005981 , 49.00 , 633 , 40567 
heapsortMedium.py , python , 25, 1 , 49.00 , 12848 , 0.637939 , 0.560486 , 0.011414 , 49.00 , 633 , 49406 
heapsortMedium.py , python , 25, 1 , 49.00 , 12864 , 0.608032 , 0.529724 , 0.005371 , 56.00 , 633 , 50913 
heapsortMedium.py , python , 25, 1 , 49.00 , 12836 , 0.422119 , 0.366272 , 0.000000 , 49.00 , 633 , 69936 
heapsortMedium.py , python , 25, 1 , 49.00 , 12820 , 1.516479 , 1.393860 , 0.015076 , 49.00 , 633 , 62792 
heapsortMedium.py , python , 25, 1 , 49.00 , 12876 , 0.885315 , 0.799500 , 0.005676 , 49.00 , 633 , 45370 
heapsortMedium.py , python , 25, 1 , 49.00 , 12744 , 0.564026 , 0.475464 , 0.006409 , 49.00 , 633 , 52472 
heapsortMedium.py , python , 25, 1 , 49.00 , 12812 , 0.659729 , 0.575745 , 0.006592 , 49.00 , 633 , 46875 
heapsortMedium.py , python , 25, 1 , 49.00 , 12872 , 0.722656 , 0.640259 , 0.006897 , 56.00 , 633 , 53842 
heapsortMedium.py , python , 25, 1 , 49.00 , 12856 , 0.511230 , 0.480225 , 0.000000 , 49.00 , 633 , 43548 
heapsortMedium.py , python , 25, 1 , 49.00 , 12848 , 0.932373 , 0.855103 , 0.014709 , 49.00 , 633 , 43807 
heapsortMedium.py , python , 25, 1 , 49.00 , 12848 , 1.068726 , 0.965393 , 0.010132 , 49.00 , 633 , 55629 
heapsortMedium.py , python , 25, 1 , 49.00 , 12932 , 0.622803 , 0.571411 , 0.000000 , 49.00 , 633 , 38767 
heapsortMedium.py , python , 25, 1 , 49.00 , 12904 , 0.712524 , 0.623413 , 0.007019 , 61.00 , 633 , 39244 
heapsortMedium.py , python , 25, 1 , 49.00 , 12836 , 0.491333 , 0.419312 , 0.005127 , 49.00 , 633 , 71572 
heapsortMedium.py , python , 25, 1 , 49.00 , 12828 , 0.856140 , 0.766357 , 0.006897 , 49.00 , 633 , 41199 
heapsortMedium.py , python , 25, 1 , 49.00 , 12848 , 0.986572 , 0.901367 , 0.012512 , 49.00 , 633 , 47983 
heapsortMedium.py , python , 25, 1 , 49.00 , 12840 , 0.693115 , 0.602234 , 0.006348 , 49.00 , 633 , 58992 
heapsortMedium.py , python , 25, 1 , 49.00 , 12848 , 0.638916 , 0.562073 , 0.005615 , 49.00 , 633 , 51194 
heapsortMedium.py , python , 25, 1 , 49.00 , 12720 , 0.618835 , 0.534912 , 0.006470 , 57.00 , 633 , 49920 
heapsortMedium.py , python , 25, 1 , 49.00 , 12860 , 0.515137 , 0.487427 , 0.000000 , 49.00 , 633 , 45095 
heapsortMedium.py , python , 25, 1 , 49.00 , 12816 , 0.876648 , 0.776062 , 0.028320 , 49.00 , 633 , 41023 
heapsortMedium.py , python , 25, 1 , 49.00 , 12824 , 0.822266 , 0.755310 , 0.006348 , 49.00 , 633 , 43495 
heapsortMedium.py , python , 25, 1 , 49.00 , 12864 , 0.618958 , 0.534485 , 0.006409 , 49.00 , 633 , 49876 
heapsortMedium.py , python , 25, 1 , 49.00 , 12720 , 0.647217 , 0.559998 , 0.005127 , 49.00 , 633 , 50132 
heapsortMedium.py , python , 25, 1 , 49.00 , 12888 , 0.616882 , 0.535156 , 0.006470 , 60.00 , 633 , 49108 
heapsortMedium.py , python , 25, 1 , 49.00 , 12880 , 0.460022 , 0.416321 , 0.000000 , 49.00 , 633 , 50868 
heapsortMedium.py , python , 25, 1 , 49.00 , 12884 , 0.840576 , 0.767090 , 0.008057 , 49.00 , 633 , 42611 
heapsortMedium.py , python , 25, 1 , 49.00 , 12864 , 0.973206 , 0.883972 , 0.007996 , 49.00 , 633 , 49719 
heapsortMedium.py , python , 25, 1 , 49.00 , 12872 , 0.798340 , 0.724548 , 0.004211 , 49.00 , 633 , 40879 
heapsortMedium.py , python , 25, 1 , 49.00 , 12868 , 0.723755 , 0.651062 , 0.006714 , 49.00 , 633 , 48659 
heapsortMedium.py , python , 25, 1 , 49.00 , 12828 , 0.706421 , 0.646423 , 0.012573 , 57.00 , 633 , 40830 
heapsortMedium.py , python , 25, 1 , 49.00 , 12852 , 0.649841 , 0.598145 , 0.000000 , 49.00 , 633 , 71467 
heapsortMedium.py , python , 25, 1 , 49.00 , 12860 , 0.945435 , 0.817505 , 0.030518 , 49.00 , 633 , 44281 
heapsortMedium.py , python , 25, 1 , 49.00 , 12836 , 1.355042 , 1.204346 , 0.015625 , 49.00 , 633 , 61710 
heapsortMedium.py , python , 25, 1 , 49.00 , 12900 , 0.871155 , 0.802429 , 0.004333 , 49.00 , 633 , 42199 
heapsortMedium.py , python , 25, 1 , 49.00 , 12852 , 0.604614 , 0.522766 , 0.006897 , 49.00 , 633 , 49612 
heapsortMedium.py , python , 25, 1 , 59.00 , 12832 , 0.499023 , 0.423523 , 0.006653 , 59.00 , 633 , 49964 
heapsortMedium.py , python , 25, 1 , 49.00 , 12908 , 0.414856 , 0.356873 , 0.000000 , 49.00 , 633 , 73964 
heapsortMedium.py , python , 25, 1 , 49.00 , 12876 , 0.438293 , 0.369934 , 0.000000 , 49.00 , 633 , 72314 
heapsortMedium.py , python , 25, 1 , 49.00 , 12868 , 0.413574 , 0.358582 , 0.000000 , 49.00 , 633 , 54493 
heapsortMedium.py , python , 25, 1 , 61.00 , 12816 , 0.407104 , 0.346985 , 0.000000 , 61.00 , 633 , 58062 
heapsortMedium.py , python , 25, 1 , 48.00 , 12744 , 0.405029 , 0.343689 , 0.000000 , 48.00 , 633 , 65360 
heapsortMedium.py , python , 25, 1 , 48.00 , 12840 , 0.811584 , 0.744507 , 0.007812 , 48.00 , 633 , 42454 
heapsortMedium.py , python , 25, 1 , 48.00 , 12852 , 0.933228 , 0.864929 , 0.010742 , 48.00 , 633 , 45618 
heapsortMedium.py , python , 25, 1 , 48.00 , 12884 , 0.602966 , 0.533691 , 0.006226 , 48.00 , 633 , 47522 
heapsortMedium.py , python , 25, 1 , 48.00 , 12888 , 0.637756 , 0.540527 , 0.010437 , 48.00 , 633 , 64083 
heapsortMedium.py , python , 25, 1 , 48.00 , 12880 , 0.588318 , 0.524048 , 0.000000 , 48.00 , 633 , 70125 
heapsortMedium.py , python , 25, 1 , 48.00 , 12892 , 1.088867 , 0.961304 , 0.016785 , 48.00 , 633 , 52261 
heapsortMedium.py , python , 25, 1 , 48.00 , 12864 , 1.354736 , 1.250732 , 0.012634 , 48.00 , 633 , 59154 
heapsortMedium.py , python , 25, 1 , 48.00 , 12868 , 1.250183 , 1.106934 , 0.006226 , 48.00 , 633 , 66732 
heapsortMedium.py , python , 25, 1 , 48.00 , 12828 , 0.635376 , 0.546753 , 0.013733 , 48.00 , 633 , 40086 
heapsortMedium.py , python , 25, 1 , 48.00 , 12924 , 0.575623 , 0.481628 , 0.006531 , 54.00 , 633 , 54326 
heapsortMedium.py , python , 25, 1 , 54.00 , 12924 , 1.174133 , 1.054016 , 0.008545 , 54.00 , 633 , 63433 
heapsortMedium.py , python , 25, 1 , 54.00 , 12848 , 0.871582 , 0.768982 , 0.006775 , 54.00 , 633 , 53536 
heapsortMedium.py , python , 25, 1 , 54.00 , 12852 , 0.578979 , 0.500305 , 0.004028 , 54.00 , 633 , 50996 
heapsortMedium.py , python , 25, 1 , 54.00 , 12840 , 0.866516 , 0.776794 , 0.009094 , 54.00 , 633 , 48599 
heapsortMedium.py , python , 25, 1 , 54.00 , 12872 , 0.732422 , 0.655701 , 0.007080 , 54.00 , 633 , 42718 
heapsortMedium.py , python , 25, 1 , 49.00 , 12928 , 0.518372 , 0.473694 , 0.000000 , 49.00 , 633 , 44532 
heapsortMedium.py , python , 25, 1 , 49.00 , 12864 , 0.940247 , 0.852600 , 0.017273 , 49.00 , 633 , 45266 
heapsortMedium.py , python , 25, 1 , 49.00 , 12932 , 0.807007 , 0.726624 , 0.007141 , 49.00 , 633 , 42675 
heapsortMedium.py , python , 25, 1 , 49.00 , 12820 , 0.647156 , 0.547974 , 0.011047 , 49.00 , 633 , 54217 
heapsortMedium.py , python , 25, 1 , 49.00 , 12820 , 0.707947 , 0.635193 , 0.007080 , 49.00 , 633 , 43503 
mergesortMedium.py , python , 25, 1 , 50.00 , 13320 , 1.505493 , 1.340820 , 0.006165 , 65.00 , 896 , 67429 
mergesortMedium.py , python , 25, 1 , 50.00 , 13368 , 0.536987 , 0.500854 , 0.000000 , 50.00 , 896 , 46388 
mergesortMedium.py , python , 25, 1 , 50.00 , 13360 , 0.953552 , 0.849243 , 0.032104 , 50.00 , 896 , 49291 
mergesortMedium.py , python , 25, 1 , 50.00 , 13380 , 1.005798 , 0.906555 , 0.006775 , 50.00 , 896 , 48066 
mergesortMedium.py , python , 25, 1 , 50.00 , 13372 , 0.617371 , 0.527161 , 0.006470 , 50.00 , 896 , 53159 
mergesortMedium.py , python , 25, 1 , 50.00 , 13340 , 0.616150 , 0.533142 , 0.006836 , 50.00 , 896 , 53768 
mergesortMedium.py , python , 25, 1 , 50.00 , 13368 , 0.545654 , 0.480591 , 0.000000 , 50.00 , 896 , 69242 
mergesortMedium.py , python , 25, 1 , 50.00 , 13424 , 0.478271 , 0.377869 , 0.000000 , 50.00 , 896 , 57564 
mergesortMedium.py , python , 25, 1 , 50.00 , 13340 , 1.402588 , 1.273926 , 0.011658 , 50.00 , 896 , 62037 
mergesortMedium.py , python , 25, 1 , 50.00 , 13420 , 0.748657 , 0.657288 , 0.011414 , 50.00 , 896 , 56932 
mergesortMedium.py , python , 25, 1 , 50.00 , 13424 , 0.694824 , 0.600098 , 0.014465 , 56.00 , 896 , 50985 
mergesortMedium.py , python , 25, 1 , 51.00 , 13440 , 0.570068 , 0.525330 , 0.000000 , 51.00 , 896 , 45106 
mergesortMedium.py , python , 25, 1 , 51.00 , 13340 , 0.932922 , 0.821411 , 0.027771 , 51.00 , 896 , 46741 
mergesortMedium.py , python , 25, 1 , 51.00 , 13372 , 0.931519 , 0.844543 , 0.007446 , 51.00 , 896 , 53630 
mergesortMedium.py , python , 25, 1 , 51.00 , 13452 , 0.685608 , 0.583801 , 0.016968 , 51.00 , 896 , 54842 
mergesortMedium.py , python , 25, 1 , 51.00 , 13208 , 0.711914 , 0.625305 , 0.012573 , 51.00 , 896 , 55036 
mergesortMedium.py , python , 25, 1 , 51.00 , 13332 , 1.038086 , 0.947693 , 0.007019 , 57.00 , 896 , 48074 
mergesortMedium.py , python , 25, 1 , 49.00 , 13436 , 0.521118 , 0.490967 , 0.000000 , 49.00 , 896 , 46958 
mergesortMedium.py , python , 25, 1 , 49.00 , 13392 , 1.423401 , 1.275574 , 0.007263 , 49.00 , 896 , 64365 
mergesortMedium.py , python , 25, 1 , 49.00 , 13376 , 0.622314 , 0.539551 , 0.013550 , 49.00 , 896 , 45866 
mergesortMedium.py , python , 25, 1 , 49.00 , 13408 , 0.650574 , 0.551758 , 0.013306 , 49.00 , 896 , 54773 
mergesortMedium.py , python , 25, 1 , 49.00 , 13420 , 0.847839 , 0.758423 , 0.006653 , 49.00 , 896 , 57774 
mergesortMedium.py , python , 25, 1 , 49.00 , 13432 , 1.042297 , 0.872864 , 0.012634 , 57.00 , 896 , 69862 
mergesortMedium.py , python , 25, 1 , 50.00 , 13404 , 0.551819 , 0.518555 , 0.000000 , 50.00 , 896 , 47096 
mergesortMedium.py , python , 25, 1 , 50.00 , 13384 , 0.914246 , 0.821899 , 0.012634 , 50.00 , 896 , 44215 
mergesortMedium.py , python , 25, 1 , 50.00 , 13248 , 1.590149 , 1.460938 , 0.009216 , 50.00 , 896 , 73748 
mergesortMedium.py , python , 25, 1 , 50.00 , 13368 , 0.908508 , 0.813477 , 0.010071 , 50.00 , 896 , 61678 
mergesortMedium.py , python , 25, 1 , 50.00 , 13436 , 0.911621 , 0.756348 , 0.006470 , 50.00 , 896 , 62210 
mergesortMedium.py , python , 25, 1 , 50.00 , 13416 , 1.222595 , 1.089050 , 0.006348 , 60.00 , 896 , 68093 
mergesortMedium.py , python , 25, 1 , 50.00 , 13436 , 0.444519 , 0.395935 , 0.000000 , 50.00 , 896 , 71116 
mergesortMedium.py , python , 25, 1 , 50.00 , 13424 , 0.878235 , 0.772705 , 0.031250 , 50.00 , 896 , 43181 
mergesortMedium.py , python , 25, 1 , 50.00 , 13428 , 0.772583 , 0.691528 , 0.006897 , 50.00 , 896 , 55053 
mergesortMedium.py , python , 25, 1 , 50.00 , 13384 , 1.231567 , 1.061218 , 0.014709 , 50.00 , 896 , 65433 
mergesortMedium.py , python , 25, 1 , 50.00 , 13428 , 0.634583 , 0.533386 , 0.007263 , 50.00 , 896 , 53040 
mergesortMedium.py , python , 25, 1 , 58.00 , 13428 , 0.778015 , 0.672119 , 0.009949 , 58.00 , 896 , 64838 
mergesortMedium.py , python , 25, 1 , 50.00 , 13408 , 0.537109 , 0.505066 , 0.000000 , 50.00 , 896 , 45122 
mergesortMedium.py , python , 25, 1 , 50.00 , 13244 , 0.991577 , 0.889465 , 0.022339 , 50.00 , 896 , 48905 
mergesortMedium.py , python , 25, 1 , 50.00 , 13408 , 1.398560 , 1.261047 , 0.006348 , 50.00 , 896 , 60640 
mergesortMedium.py , python , 25, 1 , 50.00 , 13432 , 0.649841 , 0.566895 , 0.012878 , 50.00 , 896 , 55002 
mergesortMedium.py , python , 25, 1 , 50.00 , 13436 , 0.585205 , 0.482422 , 0.011414 , 50.00 , 896 , 74110 
mergesortMedium.py , python , 25, 1 , 50.00 , 13328 , 0.739014 , 0.649963 , 0.006348 , 58.00 , 896 , 61360 
mergesortMedium.py , python , 25, 1 , 50.00 , 13424 , 0.493713 , 0.436096 , 0.000000 , 50.00 , 896 , 79035 
mergesortMedium.py , python , 25, 1 , 50.00 , 13460 , 0.505798 , 0.428467 , 0.000000 , 50.00 , 896 , 49104 
mergesortMedium.py , python , 25, 1 , 50.00 , 13244 , 0.726685 , 0.653198 , 0.007019 , 50.00 , 896 , 40800 
mergesortMedium.py , python , 25, 1 , 50.00 , 13424 , 0.708130 , 0.618530 , 0.007446 , 50.00 , 896 , 50172 
mergesortMedium.py , python , 25, 1 , 50.00 , 13432 , 0.801758 , 0.712280 , 0.006714 , 50.00 , 896 , 56860 
mergesortMedium.py , python , 25, 1 , 49.00 , 13424 , 0.446838 , 0.397461 , 0.000000 , 49.00 , 896 , 68808 
mergesortMedium.py , python , 25, 1 , 49.00 , 13380 , 1.015259 , 0.926636 , 0.007080 , 49.00 , 896 , 48970 
mergesortMedium.py , python , 25, 1 , 49.00 , 13448 , 1.566101 , 1.458435 , 0.006531 , 49.00 , 896 , 68123 
mergesortMedium.py , python , 25, 1 , 49.00 , 13392 , 0.657227 , 0.548218 , 0.006348 , 49.00 , 896 , 73875 
mergesortMedium.py , python , 25, 1 , 49.00 , 13376 , 0.779358 , 0.668518 , 0.006836 , 49.00 , 896 , 56015 
mergesortMedium.py , python , 25, 1 , 49.00 , 13460 , 0.454346 , 0.397095 , 0.000000 , 49.00 , 896 , 75735 
mergesortMedium.py , python , 25, 1 , 49.00 , 13388 , 0.752686 , 0.654907 , 0.032715 , 49.00 , 896 , 41046 
mergesortMedium.py , python , 25, 1 , 49.00 , 13400 , 1.478088 , 1.372498 , 0.006531 , 49.00 , 896 , 60741 
mergesortMedium.py , python , 25, 1 , 49.00 , 13456 , 0.651428 , 0.536682 , 0.006775 , 49.00 , 896 , 53531 
mergesortMedium.py , python , 25, 1 , 49.00 , 13436 , 1.049561 , 0.905762 , 0.013489 , 49.00 , 896 , 53874 
mergesortMedium.py , python , 25, 1 , 49.00 , 13392 , 0.634155 , 0.541565 , 0.006287 , 57.00 , 896 , 55276 
mergesortMedium.py , python , 25, 1 , 49.00 , 13372 , 0.870361 , 0.799133 , 0.013916 , 49.00 , 896 , 65159 
mergesortMedium.py , python , 25, 1 , 49.00 , 13360 , 1.036560 , 0.942566 , 0.009521 , 49.00 , 896 , 50044 
mergesortMedium.py , python , 25, 1 , 49.00 , 13404 , 0.796204 , 0.715698 , 0.004211 , 49.00 , 896 , 57256 
mergesortMedium.py , python , 25, 1 , 49.00 , 13408 , 0.704468 , 0.628174 , 0.010498 , 49.00 , 896 , 49560 
mergesortMedium.py , python , 25, 1 , 49.00 , 13364 , 0.682434 , 0.613403 , 0.006958 , 49.00 , 896 , 49670 
mergesortMedium.py , python , 25, 1 , 49.00 , 13412 , 0.668762 , 0.583313 , 0.006226 , 58.00 , 896 , 52591 
mergesortMedium.py , python , 25, 1 , 49.00 , 13260 , 0.570312 , 0.531311 , 0.000000 , 49.00 , 896 , 47834 
mergesortMedium.py , python , 25, 1 , 49.00 , 13380 , 1.010010 , 0.907959 , 0.020203 , 49.00 , 896 , 47862 
mergesortMedium.py , python , 25, 1 , 49.00 , 13400 , 0.848938 , 0.783447 , 0.006958 , 49.00 , 896 , 42792 
mergesortMedium.py , python , 25, 1 , 49.00 , 13448 , 0.653625 , 0.567200 , 0.006470 , 49.00 , 896 , 50517 
mergesortMedium.py , python , 25, 1 , 49.00 , 13316 , 0.730469 , 0.640564 , 0.006653 , 49.00 , 896 , 54528 
mergesortMedium.py , python , 25, 1 , 49.00 , 13452 , 1.238953 , 1.090332 , 0.006531 , 57.00 , 896 , 63623 
mergesortMedium.py , python , 25, 1 , 49.00 , 13372 , 0.445190 , 0.378967 , 0.000000 , 49.00 , 896 , 75842 
mergesortMedium.py , python , 25, 1 , 49.00 , 13432 , 1.032471 , 0.905823 , 0.015320 , 49.00 , 896 , 53979 
mergesortMedium.py , python , 25, 1 , 49.00 , 13400 , 1.020386 , 0.944946 , 0.006714 , 49.00 , 896 , 50528 
mergesortMedium.py , python , 25, 1 , 49.00 , 13368 , 1.149048 , 1.000427 , 0.006226 , 49.00 , 896 , 68512 
mergesortMedium.py , python , 25, 1 , 49.00 , 13400 , 0.667847 , 0.571289 , 0.012756 , 49.00 , 896 , 54460 
mergesortMedium.py , python , 25, 1 , 49.00 , 13336 , 0.621216 , 0.535400 , 0.006104 , 58.00 , 896 , 52852 
